Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
23324,3142,142,18,153,-6,6302,243,232,110,1087,1
23325,3139,174,13,162,-9,6319,227,246,148,1100,1
23326,3086,45,2,30,-6,7043,220,234,150,2541,2
23327,3090,104,4,42,0,7014,226,234,143,2568,2
23328,3083,135,5,60,-6,6984,227,238,144,2596,2
23329,3086,174,7,60,-3,6954,224,244,153,2624,2
23330,3083,161,9,67,3,6925,230,242,144,2652,2
23331,3083,153,10,85,6,6895,232,241,139,2680,2
23332,3077,139,13,95,0,6865,239,236,124,2707,2
23333,3077,177,14,108,17,6806,226,247,150,2763,2
23334,3073,156,14,95,13,6777,235,241,133,2791,2
23335,3070,135,12,90,10,6747,238,235,125,2820,2
23336,3064,110,16,90,4,6717,245,221,100,2848,2
23337,3050,102,15,90,-9,6688,243,220,102,2876,2
23338,3047,85,8,90,-12,6658,232,226,126,2904,2
23339,3044,68,8,85,3,6629,228,225,130,2932,2
23340,3041,79,4,67,0,6599,224,233,144,2960,2
23341,3041,158,3,60,0,6569,222,239,153,2989,2
23342,3041,195,3,60,0,6540,219,241,159,3017,2
23343,3044,135,3,42,7,6510,224,238,150,3045,2
23344,3037,107,9,30,0,6481,236,229,124,3074,2
23345,3031,106,9,30,4,6451,235,229,125,3102,2
23346,3027,68,3,0,0,6421,222,234,148,3131,2
23347,3031,13,4,0,0,6392,215,231,152,3159,2
23348,3027,42,7,30,0,6362,221,225,138,3188,2
23349,3024,340,8,30,-2,6333,204,229,164,3216,2
23350,3031,341,12,42,7,6303,194,222,166,3245,2
23351,3031,3,13,67,13,6274,202,215,149,3273,2
23352,3031,342,10,85,17,6244,200,226,164,3302,2
23353,3034,0,5,108,26,6215,213,231,156,3331,2
23354,3031,54,6,127,23,6185,224,227,138,3359,2
23355,3027,56,5,150,23,6155,223,229,141,3388,2
23356,3027,76,4,170,19,6126,225,232,143,3417,2
23357,3024,90,4,192,23,6096,226,233,141,3445,2
23358,3021,98,5,212,20,6067,228,233,138,3474,2
23359,3018,122,4,234,20,6037,228,236,143,3503,2
23360,3018,110,8,255,20,6008,234,231,129,3532,2
23361,3011,101,10,277,20,5978,236,227,121,3560,2
23362,3008,101,10,297,13,5949,236,227,121,3589,2
23363,3001,92,6,319,10,5919,230,230,133,3618,2
23364,3001,72,5,339,10,5890,225,231,141,3647,2
23365,2998,74,6,361,10,5860,228,228,135,3676,2
23366,2995,70,8,382,7,5831,229,225,129,3705,2
23367,2988,68,8,404,6,5801,229,223,127,3734,2
23368,2985,72,10,426,7,5772,231,221,122,3763,2
23369,2975,66,6,400,82,5713,226,228,137,3820,2
23370,2975,90,11,371,82,5684,237,223,116,3849,2
23371,2965,99,15,342,69,5654,243,219,101,3878,2
23372,2959,103,16,313,63,5625,245,219,99,3907,2
23373,2949,102,19,285,63,5595,248,211,83,3937,2
23374,2936,112,19,256,50,5566,249,217,88,3966,2
23375,2929,135,16,228,43,5536,244,231,111,3995,2
23376,2926,150,17,201,43,5507,239,237,122,4024,2
23377,2919,152,18,175,36,5478,239,238,121,4053,2
23378,2916,150,20,150,33,5448,241,235,114,4082,2
23379,2909,143,21,127,26,5419,245,230,103,4111,2
23380,2903,131,21,108,23,5389,248,224,93,4140,2
23381,2893,116,20,85,13,5360,250,217,85,4169,2
23382,2883,103,16,67,10,5331,245,217,96,4198,2
23383,2873,95,9,42,0,5301,234,227,124,4228,1
23384,2873,0,0,30,0,5272,218,238,156,4257,1
23385,2873,299,5,0,0,5242,206,238,171,4286,1
23386,2877,306,12,0,0,5213,186,233,187,4315,1
23387,2886,311,15,30,13,5184,178,228,190,4344,1
23388,2890,319,15,42,10,5154,179,225,185,4374,1
23389,2896,318,17,67,23,5125,173,222,188,4403,2
23390,2903,330,17,85,26,5096,178,218,178,4432,2
23391,2906,327,16,108,33,5066,180,220,180,4461,2
23392,2913,345,5,127,36,5037,209,231,160,4490,2
23393,2909,123,13,150,36,5008,241,230,115,4520,2
23394,2900,127,26,175,30,4979,252,213,72,4549,2
23395,2883,126,33,170,85,4949,253,198,45,4578,2
23396,2867,130,32,150,72,4920,252,203,51,4608,2
23397,2854,139,27,127,59,4891,248,220,81,4637,2
23398,2850,136,26,108,55,4861,249,219,80,4666,2
23399,2834,126,30,85,39,4832,253,204,54,4696,2
23400,2820,129,28,60,17,4803,252,211,67,4725,2
23401,2809,131,20,30,6,4774,248,225,97,4754,2
23402,2803,128,8,0,0,4745,234,235,132,4784,2
23403,2802,350,4,0,0,4715,212,233,158,4813,2
23404,2804,332,13,0,0,4686,190,224,173,4842,2
23405,2809,327,18,30,10,4657,172,216,182,4872,2
23406,2815,323,22,42,14,4628,159,212,190,4901,2
23407,2824,320,24,60,27,4599,153,210,194,4930,2
23408,2832,321,24,67,33,4569,152,209,193,4960,2
23409,2841,320,24,85,36,4540,151,209,194,4989,2
23410,2850,318,24,95,52,4511,151,211,196,5019,2
23411,2859,318,22,108,58,4482,158,215,195,5048,1
23412,2867,324,17,124,63,4453,175,220,183,5077,1
23413,2870,354,11,134,76,4424,201,220,157,5107,1
23414,2868,43,13,127,70,4395,222,212,122,5136,1
23415,2861,61,17,108,63,4366,232,203,99,5166,1
23416,2852,64,19,95,54,4337,234,197,88,5195,1
23417,2842,61,20,90,44,4308,232,194,86,5225,1
23418,2833,57,20,85,41,4279,229,192,87,5254,2
23419,2823,52,21,67,31,4250,226,191,89,5284,2
23420,2815,46,21,60,23,4221,221,190,95,5313,2
23421,2807,39,20,60,15,4192,217,192,103,5343,2
23422,2801,32,18,60,9,4163,213,198,114,5372,1
23423,2796,23,15,60,12,4134,210,206,129,5402,1
23424,2794,6,13,67,14,4105,204,215,147,5431,1
23425,2794,338,13,85,14,4076,190,220,169,5460,1
23426,2799,318,18,95,26,4047,171,221,189,5490,1
23427,2808,318,20,108,34,4018,162,217,193,5520,1
23428,2814,303,25,124,39,3989,142,218,212,5549,1
23429,2827,293,19,134,58,3960,165,233,207,5579,1
23430,2831,301,1,150,62,3931,215,238,161,5608,1
23431,2831,252,5,162,63,3902,210,243,171,5638,1
23432,2837,266,12,175,75,3874,190,245,194,5667,1
23433,2844,270,14,190,79,3845,182,244,201,5697,1
23434,2850,273,16,201,78,3816,177,243,205,5726,1
23435,2860,286,11,216,98,3787,189,240,190,5756,1
23436,2863,306,8,234,95,3759,198,236,178,5785,1
23437,2867,325,6,255,92,3730,206,234,167,5815,1
23438,2867,27,6,268,102,3701,217,226,145,5844,1
23439,2863,37,9,283,91,3672,220,220,135,5874,1
23440,2860,40,11,309,95,3615,221,216,129,5933,1
23441,2854,22,8,323,82,3586,215,222,144,5963,1
23442,2857,10,8,335,99,3558,211,224,149,5992,1
23443,2854,54,13,350,92,3529,227,211,114,6022,1
23444,2844,40,11,366,82,3501,221,215,127,6052,1
23445,2844,22,9,384,92,3472,215,221,143,6081,1
23446,2840,45,6,404,85,3444,222,227,140,6111,1
23447,2840,45,2,424,78,3415,220,234,150,6140,1
23448,2840,59,4,446,88,3387,223,231,143,6170,1
23449,2837,45,5,467,69,3358,221,229,143,6200,1
23450,2837,53,7,488,82,3330,224,224,134,6229,1
23451,2831,71,10,509,59,3302,231,221,121,6259,1
23452,2827,75,7,531,72,3273,228,228,133,6288,2
23453,2824,84,6,552,66,3245,229,229,133,6318,2
23454,2818,103,10,573,76,3217,237,227,120,6348,2
23455,2811,111,14,592,72,3188,243,224,108,6377,2
23456,2804,105,11,607,78,3160,238,227,118,6407,2
23457,2801,63,1,577,58,3132,220,236,153,6437,2
23458,2804,90,3,547,61,3104,224,234,146,6466,2
23459,2798,113,5,518,55,3076,230,234,138,6496,2
23460,2798,135,2,488,55,3048,222,238,151,6526,2
23461,2798,45,1,459,55,3020,219,236,154,6555,2
23462,2798,45,1,430,55,2992,219,236,154,6585,2
23463,2798,90,8,400,55,2964,233,227,127,6615,2
23464,2791,80,8,371,48,2936,231,225,127,6644,2
23465,2788,37,7,342,45,2908,220,224,139,6674,2
23466,2785,36,12,313,42,2880,219,213,128,6704,2
23467,2781,52,15,285,38,2852,227,206,108,6714,2
23468,2772,54,13,256,29,2825,227,211,114,6692,2
23469,2768,40,11,228,25,2797,221,215,127,6670,2
23470,2765,43,11,201,22,2769,222,216,127,6647,2
23471,2762,52,8,175,19,2742,225,223,132,6625,2
23472,2758,74,9,150,15,2714,231,223,125,6603,2
23473,2752,86,12,120,9,2687,237,221,113,6581,2
23474,2745,96,2,90,10,2659,223,236,149,6559,2
23475,2751,121,1,60,16,2632,221,237,152,6537,2
23476,2744,91,13,30,9,2604,240,218,106,6515,2
23477,2735,72,10,0,0,2577,231,221,122,6493,2
23478,2734,2,8,0,0,2550,209,224,154,6472,2
23479,2735,341,11,30,6,2523,196,223,166,6450,2
23480,2738,322,13,60,7,2496,187,227,179,6428,2
23481,2743,312,13,85,17,2469,185,230,185,6407,2
23482,2748,317,9,108,20,2442,196,232,176,6385,2
23483,2750,328,6,127,26,2415,205,233,167,6364,2
23484,2752,349,5,150,31,2388,211,232,159,6343,2
23485,2751,24,5,175,28,2361,217,230,149,6322,2
23486,2750,54,4,190,29,2335,222,231,144,6300,2
23487,2748,70,5,201,24,2308,225,230,140,6279,2
23488,2745,54,6,212,29,2282,224,227,138,6258,2
23489,2743,42,7,218,24,2255,221,225,138,6237,2
23490,2740,27,5,228,18,2229,218,225,147,6216,2
23491,2741,67,5,242,25,2203,226,229,138,6196,2
23492,2735,92,8,258,23,2177,233,227,126,6175,2
23493,2732,90,2,277,25,2151,222,236,150,6154,2
23494,2734,320,4,297,29,2125,209,236,165,6134,2
23495,2734,28,6,319,34,2099,218,228,146,6113,2
23496,2729,53,7,339,28,2073,224,225,135,6093,2
23497,2727,57,8,361,29,2048,226,223,131,6072,2
23498,2722,52,8,382,26,2022,225,223,132,6052,2
23499,2722,343,5,404,27,1997,210,232,161,6032,2
23500,2725,313,8,408,36,1972,198,234,176,6012,2
23501,2729,345,7,384,40,1947,206,229,161,5992,2
23502,2727,43,11,361,38,1922,222,217,128,5972,2
23503,2720,50,12,339,31,1897,225,213,120,5952,2
23504,2716,36,9,319,27,1873,220,221,136,5932,2
23505,2715,49,9,300,26,1848,224,221,131,5913,2
23506,2709,57,10,283,20,1824,227,219,125,5893,2
23507,2705,51,7,268,23,1800,224,225,137,5873,2
23508,2705,85,5,256,23,1776,228,231,137,5854,2
23509,2701,144,2,247,19,1752,222,238,152,5835,2
23510,2703,315,0,242,21,1902,217,237,157,5815,2
23511,2701,68,8,228,19,1706,228,225,130,5796,2
23512,2695,68,10,218,13,1682,231,220,121,5777,2
23513,2691,74,10,212,9,1660,233,220,119,5758,2
23514,2685,85,11,210,3,1637,236,222,116,5739,2
23515,2680,94,11,210,-1,1614,237,224,117,5721,2
23516,2674,99,10,210,-7,1592,237,226,119,5702,2
23517,2669,118,5,212,-12,1570,228,236,142,5683,2
23518,2669,252,5,210,0,1549,210,243,171,5665,2
23519,2672,278,7,210,2,1527,201,241,180,5647,2
23520,2676,311,4,210,6,1506,208,237,168,5628,2
23521,2677,8,3,210,7,1486,216,232,154,5610,2
23522,2677,291,7,210,7,1465,201,239,177,5592,2
23523,2684,267,9,210,14,1445,197,244,186,5574,2
23524,2686,104,9,210,16,1425,235,229,126,5556,2
23525,2674,87,24,210,27,1406,247,193,62,5538,2
23526,2658,69,19,201,11,1387,237,199,87,5521,2
23527,2654,39,9,190,7,1368,221,219,133,5503,2
23528,2651,62,6,182,4,1350,225,228,138,5486,2
23529,2647,108,5,180,0,1332,229,234,138,5468,2
23530,2646,108,3,180,0,1315,225,236,146,5451,2
23531,2646,58,7,175,18,1298,226,225,133,5434,2
23532,2640,52,11,162,12,1282,226,216,123,5417,2
23533,2636,39,7,153,8,1266,221,225,140,5400,2
23534,2635,52,3,150,7,1250,221,233,149,5383,2
23535,2635,117,1,150,7,1235,220,237,153,5367,2
23536,2636,90,4,150,29,1221,226,233,143,5350,2
23537,2631,79,10,134,24,1207,234,222,119,5334,2
23538,2624,76,12,124,28,1194,235,217,111,5317,2
23539,2617,83,16,108,21,1182,241,210,94,5301,2
23540,2607,98,18,95,11,1170,246,213,89,5285,2
23541,2599,129,14,85,9,1159,242,231,116,5269,2
23542,2595,163,15,67,5,1148,233,243,136,5253,2
23543,2594,174,19,60,4,1138,227,246,143,5238,2
23544,2594,176,18,60,4,1129,226,247,146,5222,2
23545,2595,156,16,60,5,1121,236,240,130,6201,2
23546,2589,130,17,60,2,1113,246,227,104,5191,2
23547,2580,125,17,60,0,1106,246,226,103,5176,2
23548,2574,134,13,60,1,1100,241,233,119,5161,2
23549,2569,141,13,42,9,1095,238,236,125,5146,2
23550,2563,135,11,30,3,1090,237,235,127,5131,2
23551,2556,318,14,30,8,1080,184,227,183,5045,2
23552,2564,316,14,42,13,1082,182,227,185,5032,2
23553,2566,335,12,67,19,1084,193,224,170,5018,2
23554,2570,354,11,85,19,1087,201,220,157,5004,2
23555,2568,359,11,108,15,1090,204,220,154,4991,2
23556,2569,0,9,127,16,1095,207,223,154,4978,2
23557,2567,37,10,150,16,1100,220,219,133,4965,2
23558,2563,32,8,162,16,1106,219,224,141,4952,2
23559,2563,45,4,175,17,1113,221,231,147,4939,2
23560,2560,93,4,190,13,1121,226,233,142,4926,2
23561,2560,77,4,201,18,1129,226,231,141,4914,2
23562,2556,74,8,216,16,1138,230,226,129,4901,2
23563,2551,83,8,234,11,1148,231,227,128,4889,2
23564,2548,97,6,255,9,1159,230,231,135,4877,2
23565,2545,114,6,268,5,1170,230,234,138,4865,2
23566,2542,125,8,283,2,1182,234,235,133,4853,2
23567,2538,133,9,300,2,1194,234,236,133,4842,2
23568,2536,138,7,313,1,1207,231,238,140,4830,2
23569,2535,135,3,323,-3,1221,225,238,148,4819,2
23570,2534,79,1,324,53,1235,220,236,152,4808,2
23571,2534,79,5,309,53,1206,226,231,139,4797,2
23572,2529,95,8,295,48,1176,234,228,126,4786,2
23573,2524,99,9,283,43,1146,235,228,125,4775,2
23574,2520,86,7,268,39,1116,230,229,132,4765,2
23575,2518,70,6,256,37,1087,226,229,137,4755,2
23576,2513,81,5,247,32,1057,226,231,140,4744,2
23577,2512,117,3,242,31,1027,225,236,146,4734,2
23578,2511,120,5,240,30,997,229,235,140,4725,2
23579,2508,99,8,240,27,967,233,229,128,4715,2
23580,2502,80,4,240,21,362,225,232,142,4706,2
23581,2504,225,1,240,23,908,217,239,159,4696,2
23582,2506,120,5,240,25,878,229,235,140,4687,2
23583,2500,114,8,240,19,849,235,232,129,4678,2
23584,3182,0,7,402,30,6058,210,228,155,1022,1
23585,3178,45,8,376,26,6075,223,223,135,1024,1
23586,3175,77,6,350,23,6091,228,228,134,1027,1
23587,3172,190,4,324,20,6107,220,243,159,1031,1
23588,3175,204,6,300,23,6124,217,245,164,1036,1
23589,3175,121,10,277,23,6141,237,232,125,1041,1
23590,3165,118,15,255,16,6157,244,226,107,1048,1
23591,3159,114,13,234,10,6174,242,227,112,1055,1
23592,3152,94,12,216,3,6191,238,222,113,1063,1
23593,3146,79,4,201,-2,6208,224,233,144,1072,1
23594,3149,148,4,190,0,6225,226,239,148,1082,1
23595,3146,148,14,182,-2,6243,238,238,128,1092,1
23596,3142,149,18,180,-6,6260,241,236,118,1103,1
23597,3136,147,16,182,-12,6277,240,236,120,1115,1
23598,3132,180,12,190,-16,6295,224,247,154,1127,1
23599,3136,193,12,201,-12,6313,219,249,163,1140,1
23600,3093,74,6,0,0,7078,228,228,135,2525,2
23601,3090,60,4,0,0,7048,223,231,144,2553,2
23602,3086,88,6,30,-3,7018,230,229,133,2580,2
23603,3083,117,8,30,-6,6989,234,233,131,2608,2
23604,3080,148,9,30,0,6959,232,240,139,2635,2
23605,3077,162,10,42,0,6929,230,243,144,2663,2
23606,3077,155,10,60,0,6900,231,241,141,2691,2
23607,3073,130,11,67,-3,6870,238,234,124,2719,2
23608,3067,151,9,85,-5,6841,231,240,140,2746,2
23609,3064,167,12,67,4,6781,230,244,145,2802,2
23610,3067,153,11,60,7,6752,233,241,138,2830,2
23611,3060,102,8,60,0,6722,234,230,128,2858,2
23612,3057,40,12,60,-2,6693,221,213,124,2886,2
23613,3050,32,15,60,-6,6663,216,207,124,2914,2
23614,3050,48,13,60,-19,6634,224,212,120,2942,2
23615,3041,65,9,150,0,6604,229,222,126,2971,2
23616,3041,94,4,30,0,6574,225,234,144,2999,2
23617,3037,230,2,30,-3,6545,217,241,161,3027,2
23618,3041,135,1,30,4,6515,221,238,153,3055,2
23619,3037,80,8,0,0,6486,231,225,127,3084,2
23620,3034,35,8,0,0,6456,219,224,140,3112,2
23621,3031,355,10,0,0,6427,203,222,157,3140,2
23622,3034,0,11,30,7,6397,203,219,153,3169,2
23623,3031,18,13,42,0,6367,210,213,138,3197,2
23624,3031,342,12,60,4,6338,194,221,165,3226,2
23625,3037,332,11,67,10,6308,193,225,172,3254,2
23626,3037,16,9,85,13,6279,212,222,146,3282,2
23627,3034,16,6,108,16,6249,215,227,149,3311,2
23628,3034,31,4,127,20,6220,219,230,148,3340,2
23629,3031,56,5,150,23,6190,224,228,140,3368,2
23630,3031,74,7,170,23,6161,229,227,132,3397,2
23631,3024,95,6,192,20,6131,229,231,136,3425,2
23632,3024,101,4,212,16,6102,226,234,144,3454,2
23633,3021,82,5,234,20,6072,227,231,138,3483,2
23634,3018,85,6,255,17,6043,228,230,136,3511,2
23635,3014,99,7,277,16,6013,233,230,130,3540,2
23636,3011,96,9,297,13,5984,234,228,125,3569,2
23637,3004,85,9,319,13,5954,233,225,124,3598,2
23638,3001,62,5,339,6,5925,224,230,142,3626,2
23639,3001,56,5,361,10,5895,223,229,141,3655,2
23640,2995,63,6,371,13,5866,226,227,135,3684,2
23641,2995,56,7,379,13,5837,225,226,135,3713,2
23642,2991,60,9,390,9,5807,228,221,126,3742,2
23643,2988,62,10,402,13,5778,229,219,122,3771,2
23644,2982,63,11,408,82,5748,230,218,121,3799,2
23645,2978,74,9,384,85,5719,231,223,125,3828,2
23646,2972,96,14,361,79,5689,241,219,105,3857,2
23647,2962,103,17,335,69,5660,246,216,94,3886,2
23648,2955,109,17,306,59,5630,247,218,94,3915,2
23649,2945,108,20,277,49,5601,250,212,81,3944,2
23650,2936,109,21,247,50,5572,251,210,77,3973,2
23651,2922,121,18,218,36,5542,247,223,97,4002,2
23652,2916,140,15,190,30,5513,241,234,119,4031,2
23653,2913,142,16,162,30,5484,242,234,116,4060,6
23654,2906,141,19,134,23,5454,244,231,108,4089,2
23655,2900,144,19,108,17,5425,243,233,110,4118,2
23656,2893,137,17,85,10,5395,244,231,109,4147,2
23657,2886,123,16,67,6,5366,245,227,106,4176,2
23658,2880,102,10,42,0,5337,237,227,120,4206,1
23659,2877,53,6,30,4,5307,224,225,135,4235,1
23660,2873,354,7,0,0,5278,208,227,157,4264,1
23661,2877,320,12,0,0,5249,188,228,180,4293,1
23662,2883,311,16,30,10,5219,175,227,191,4322,1
23663,2890,311,16,42,13,5190,175,227,191,4351,1
23664,2896,313,17,67,23,5161,172,223,191,4380,2
23665,2903,319,18,85,23,5131,170,220,189,4410,2
23666,2909,328,15,108,36,5102,184,222,177,4439,2
23667,2913,343,6,127,36,5073,207,230,162,4468,2
23668,2913,113,12,150,40,5044,240,228,116,4497,2
23669,2900,124,22,170,23,5014,251,217,82,4526,2
23670,2890,122,27,175,92,4985,253,206,61,4556,2
23671,2873,117,32,150,75,4956,254,193,40,4585,2
23672,2857,120,30,127,59,4927,254,199,49,4614,2
23673,2844,135,25,108,49,4897,249,220,82,4643,2
23674,2837,137,27,85,42,4868,249,218,79,4673,2
23675,2824,129,31,67,29,4839,252,204,54,4702,2
23676,2810,134,26,42,15,4810,250,218,79,4731,2
23677,2803,152,13,30,0,4781,236,240,132,4761,2
23678,2802,273,4,0,0,4751,209,241,170,4790,2
23679,2812,324,18,30,10,4693,171,217,185,4849,2
23680,2818,325,22,42,14,4664,161,210,187,4878,2
23681,2826,323,24,67,27,4635,153,208,190,4907,2
23682,2834,322,24,85,33,4606,151,208,193,4937,2
23683,2843,321,24,95,46,4577,152,209,193,4966,2
23684,2851,320,23,108,52,4548,154,210,193,4995,2
23685,2859,319,22,124,54,4518,157,213,193,5025,1
23686,2867,320,18,134,69,4489,170,219,188,5054,1
23687,2872,328,12,150,71,4460,192,226,174,5083,1
23688,2874,16,6,162,70,4431,215,227,149,5113,1
23689,2871,71,11,150,73,4402,232,219,118,5142,1
23690,2863,78,15,134,65,4373,238,211,100,5172,1
23691,2855,76,16,124,57,4344,239,207,94,5201,1
23692,2846,72,17,120,54,4315,237,204,92,5230,1
23693,2837,67,17,108,45,4286,235,203,94,5260,1
23694,2829,63,17,95,37,4257,233,202,96,5289,1
23695,2821,59,17,90,29,4228,230,203,101,5319,1
23696,2814,54,15,90,22,4199,227,206,108,5348,1
23697,2808,46,14,90,16,4170,224,209,116,5378,1
23698,2803,34,12,90,11,4142,218,213,129,5407,1
23699,2800,7,11,95,16,4113,207,218,148,5437,1
23700,2801,335,13,108,21,4084,191,223,171,5466,1
23701,2806,313,18,124,26,4055,169,224,193,5495,1
23702,2814,311,22,134,41,4026,154,218,201,5525,1
23703,2824,311,25,150,50,3997,144,213,205,5554,1
23704,2837,326,18,162,62,3968,174,218,183,5584,1
23705,2834,20,10,175,65,3940,213,218,141,5613,1
23706,2831,333,6,190,62,3911,205,232,165,5643,1
23707,2837,289,13,201,69,3882,183,238,195,5672,1
23708,2844,290,17,216,82,3853,172,236,203,5702,1
23709,2854,296,19,228,89,3825,164,231,206,5731,1
23710,2863,307,14,242,91,3796,180,231,191,5761,1
23711,2867,321,9,258,105,3767,197,231,174,5791,1
23712,2870,333,7,277,102,3739,205,232,166,5820,1
23713,2870,8,7,295,95,3710,212,227,152,5850,1
23714,2870,24,9,309,105,3681,215,220,141,5879,1
23715,2867,27,11,323,95,3653,215,217,137,5909,1
23716,2863,40,12,335,101,3624,221,213,125,5938,1
23717,2857,32,9,350,92,3596,218,221,139,5968,1
23718,2860,23,5,362,88,3567,217,228,148,5997,1
23719,2854,52,11,376,96,3539,226,217,124,6027,1
23720,2850,25,12,391,88,3510,214,215,135,6057,1
23721,2850,29,12,408,88,3482,216,213,131,6086,1
23722,2844,50,11,426,92,3453,225,215,123,6116,1
23723,2840,45,5,446,85,3425,221,229,143,6145,1
23724,2840,76,4,467,78,3396,225,232,143,6175,1
23725,2837,90,3,488,85,3368,224,234,146,6204,1
23726,2837,90,6,509,69,3340,229,231,136,6234,1
23727,2831,94,12,531,76,3312,238,222,113,6264,2
23728,2824,109,9,552,52,3283,235,231,127,6293,2
23729,2824,119,7,573,69,3255,233,234,133,6323,2
23730,2818,94,10,594,60,3227,236,225,119,6352,2
23731,2811,79,12,616,69,3199,236,217,110,6382,2
23732,2804,68,9,603,32,3171,229,223,126,6412,2
23733,2804,22,3,573,61,3143,218,233,153,6441,2
23734,2798,67,5,514,55,3087,226,229,138,6501,2
23735,2798,18,2,484,55,3059,217,234,154,6530,2
23736,2798,45,1,454,55,3031,219,236,154,6560,2
23737,2798,90,1,424,55,3003,221,236,151,6589,2
23738,2795,90,8,395,52,2975,233,227,127,6619,2
23739,2788,83,6,365,45,2947,229,230,135,6649,2
23740,2791,0,3,335,48,2919,215,234,156,6678,2
23741,2791,53,7,306,48,2892,224,224,134,6708,2
23742,2785,67,14,277,42,2864,233,211,107,6694,2
23743,2775,51,12,247,32,2836,226,214,120,6672,2
23744,2775,40,11,218,32,2809,221,216,128,6650,2
23745,2768,59,12,190,25,2781,229,214,116,6627,2
23746,2762,65,10,162,19,2754,230,221,123,6605,2
23747,2758,71,10,134,15,2726,231,221,121,6583,2
23748,2752,80,13,108,9,2699,237,215,107,6561,2
23749,2745,86,4,85,2,2672,225,233,144,6539,2
23750,2748,124,2,60,13,2644,222,237,151,6517,2
23751,2743,85,11,30,8,2617,236,222,116,6495,2
23752,2737,39,7,0,0,2590,221,225,140,6473,2
23753,2739,336,10,30,4,2563,197,226,168,6451,2
23754,2742,340,12,42,8,2536,193,221,167,6429,2
23755,2743,332,13,67,14,2509,190,224,173,6408,2
23756,2749,321,12,95,18,2482,189,228,179,6386,2
23757,2751,331,9,124,25,2455,200,230,169,6365,2
23758,2753,338,7,150,25,2429,205,230,164,6343,2
23759,2753,348,7,170,29,2402,207,229,160,6322,2
23760,2754,26,7,192,33,2375,217,225,144,6300,2
23761,2750,55,8,216,27,2349,225,224,133,6279,2
23762,2747,45,5,228,26,2322,221,229,144,6258,2
23763,2747,41,5,242,23,2296,221,228,143,6237,2
23764,2744,54,6,247,28,2270,224,227,138,6216,2
23765,2743,73,5,256,24,2244,226,230,139,6195,2
23766,2739,92,7,268,17,2218,231,229,131,6174,2
23767,2734,90,9,283,18,2192,233,227,125,6153,2
23768,2729,79,1,300,17,2166,220,236,152,6132,2
23769,2733,275,5,319,26,2140,206,241,174,6112,2
23770,2737,72,3,339,32,2115,223,233,146,6091,2
23771,2732,67,5,361,32,2089,226,229,138,6071,2
23772,2731,45,7,382,30,2064,222,225,138,6050,2
23773,2726,55,9,404,28,2039,226,221,128,6030,2
23774,2722,0,3,417,33,2014,215,234,156,6010,2
23775,2726,270,6,391,37,1989,205,242,176,5989,2
23776,2730,218,3,366,41,1964,216,242,162,5969,2
23777,2729,106,6,342,40,1939,231,232,135,5949,2
23778,2724,83,8,319,35,1915,232,226,127,5929,2
23779,2720,72,7,297,31,1890,228,227,133,5910,2
23780,2716,77,8,277,27,1866,230,226,129,5890,2
23781,2712,76,8,258,23,1842,230,226,128,5870,2
